epoch,accuracy,loss
0,0.03641549497842789,7.408896446228027
1,0.060217779129743576,6.812796592712402
2,0.08542419970035553,6.418050289154053
3,0.10709027945995331,6.131631851196289
4,0.12120763957500458,5.898611068725586
5,0.13242071866989136,5.69113302230835
6,0.1424296796321869,5.500250816345215
7,0.1513105183839798,5.324286937713623
8,0.16036339104175568,5.166688442230225
9,0.16768009960651398,5.024745941162109
10,0.17466476559638977,4.8874664306640625
11,0.18214549124240875,4.758082866668701
12,0.18964619934558868,4.62554931640625
13,0.19801901280879974,4.50595760345459
14,0.20729190111160278,4.394454479217529
15,0.21642877161502838,4.290372848510742
16,0.2267177700996399,4.191599369049072
17,0.23610267043113708,4.100247383117676
18,0.24545957148075104,4.015154838562012
19,0.2553565204143524,3.9330337047576904
20,0.2651454508304596,3.8568456172943115
21,0.27512240409851074,3.778028964996338
22,0.28497135639190674,3.7049193382263184
23,0.2944682836532593,3.6355912685394287
24,0.3031091094017029,3.5674355030059814
25,0.31230998039245605,3.5038795471191406
26,0.3218388855457306,3.439042806625366
27,0.3302757143974304,3.375215530395508
28,0.3380204439163208,3.3181896209716797
29,0.34665727615356445,3.258535385131836
30,0.35588616132736206,3.2012290954589844
31,0.3643149733543396,3.1443369388580322
32,0.3720117211341858,3.0895094871520996
33,0.38088855147361755,3.037734031677246
34,0.3892773687839508,2.982900857925415
35,0.3962940573692322,2.933866500854492
36,0.4048188626766205,2.8859641551971436
37,0.4115235209465027,2.837123394012451
38,0.41804012656211853,2.7913854122161865
39,0.42698898911476135,2.7424142360687256
40,0.4343656897544861,2.700876235961914
41,0.441542387008667,2.65639591217041
42,0.448231041431427,2.615297794342041
43,0.4541155993938446,2.574615955352783
44,0.4596121311187744,2.542266845703125
45,0.4682849645614624,2.4935343265533447
46,0.47587767243385315,2.4528751373291016
47,0.4810941815376282,2.417381525039673
48,0.48657071590423584,2.383897304534912
49,0.49278730154037476,2.349330186843872
50,0.49873587489128113,2.3154780864715576
51,0.5049564838409424,2.2799558639526367
52,0.5105810165405273,2.2471702098846436
53,0.5159575343132019,2.2164413928985596
54,0.5210580229759216,2.1825976371765137
55,0.5276866555213928,2.1539108753204346
56,0.5329951643943787,2.124020576477051
57,0.5380076766014099,2.0938448905944824
58,0.5436322093009949,2.0668811798095703
59,0.5480366349220276,2.0397355556488037
60,0.5527050495147705,2.015200138092041
61,0.5584936141967773,1.9841244220733643
62,0.5618299245834351,1.962188720703125
63,0.5656343102455139,1.9397802352905273
64,0.5711828470230103,1.9138284921646118
65,0.5747631788253784,1.891815185546875
66,0.5805557370185852,1.8635988235473633
67,0.5845321416854858,1.8420968055725098
68,0.5867643356323242,1.8241387605667114
69,0.5916088223457336,1.7977925539016724
70,0.596305251121521,1.7777589559555054
71,0.6010016798973083,1.7528141736984253
72,0.6036979556083679,1.7391672134399414
73,0.6083583831787109,1.716879963874817
74,0.6100625395774841,1.7004231214523315
75,0.6138189435005188,1.6866017580032349
76,0.6180473566055298,1.6625133752822876
77,0.6206715703010559,1.6466585397720337
78,0.6241838932037354,1.629785180091858
79,0.6287283301353455,1.6102945804595947
80,0.6310405731201172,1.5944528579711914
81,0.6343569159507751,1.5768284797668457
82,0.6372371912002563,1.5640039443969727
83,0.6395974159240723,1.5462021827697754
84,0.6426616907119751,1.5339641571044922
85,0.6462700366973877,1.5154001712799072
86,0.6487503051757812,1.5034244060516357
87,0.6518345475196838,1.486039638519287
88,0.6552029252052307,1.472710132598877
89,0.6577871441841125,1.4592024087905884
90,0.6595593094825745,1.4465968608856201
91,0.6630156636238098,1.4296133518218994
92,0.6652998924255371,1.418896198272705
93,0.667288064956665,1.4099708795547485
94,0.6684281826019287,1.399869441986084
95,0.6734446287155151,1.3776832818984985
96,0.6738806962966919,1.374712347984314
97,0.676772952079773,1.358841061592102
98,0.6781811118125916,1.3525632619857788
99,0.6804373264312744,1.3403323888778687
