epoch,accuracy,loss
0,0.03117099218070507,7.643104553222656
1,0.03129100427031517,7.6424784660339355
2,0.03437129780650139,7.580611228942871
3,0.0761113092303276,7.133394718170166
4,0.09842144697904587,6.950261116027832
5,0.10667824000120163,6.908901214599609
6,0.11200275272130966,6.907833099365234
7,0.11685521900653839,6.896522045135498
8,0.12195970863103867,6.886146545410156
9,0.12525202333927155,6.879507064819336
10,0.12748824059963226,6.88201904296875
11,0.12936842441558838,6.858033657073975
12,0.12852033972740173,6.862061023712158
13,0.1428017020225525,6.437449932098389
14,0.14655406773090363,6.38372802734375
15,0.14878228306770325,6.359010696411133
16,0.1507984697818756,6.339319705963135
17,0.15202659368515015,6.320504665374756
18,0.1541828066110611,6.306000232696533
19,0.15469084680080414,6.290355205535889
20,0.1552909016609192,6.260422706604004
21,0.1569070667028427,6.227006435394287
22,0.1581311821937561,6.219808578491211
23,0.15953931212425232,6.210138320922852
24,0.16154751181602478,6.199455738067627
25,0.1629716455936432,6.214203357696533
26,0.16251960396766663,6.224895000457764
27,0.1651318520307541,6.0680341720581055
28,0.16607993841171265,6.0442070960998535
29,0.16649597883224487,6.03533935546875
30,0.16759608685970306,6.030513286590576
31,0.1678721159696579,6.026921272277832
32,0.1680201292037964,6.028831481933594
33,0.16900022327899933,6.033998489379883
34,0.16939225792884827,6.033641815185547
35,0.16929225623607635,6.032777786254883
36,0.1696442812681198,5.999043941497803
37,0.16986431181430817,5.995566368103027
38,0.1697683036327362,5.993989944458008
39,0.16998031735420227,5.9874587059021
40,0.17006832361221313,5.98799467086792
41,0.17002832889556885,5.986663818359375
42,0.1700403243303299,5.986295223236084
43,0.1700323224067688,5.9861602783203125
44,0.17003633081912994,5.986135959625244
45,0.1700243204832077,5.986130714416504
46,0.1700403243303299,5.986119270324707
47,0.1700243204832077,5.986102104187012
48,0.1700323224067688,5.98607873916626
49,0.17002032697200775,5.986074447631836
50,0.17001232504844666,5.986061096191406
51,0.1700163185596466,5.986021041870117
52,0.1700083166360855,5.986030101776123
53,0.17002832889556885,5.9860100746154785
54,0.17000031471252441,5.986002445220947
55,0.1700163185596466,5.985983371734619
56,0.1700163185596466,5.985963344573975
57,0.1700163185596466,5.9859538078308105
58,0.1700083166360855,5.985937595367432
59,0.1700243204832077,5.985918045043945
60,0.1700323224067688,5.9859137535095215
61,0.1700403243303299,5.985889434814453
62,0.17003633081912994,5.985878944396973
63,0.17003633081912994,5.985870361328125
64,0.17002032697200775,5.985848903656006
65,0.1700403243303299,5.985832691192627
66,0.17002832889556885,5.9858245849609375
67,0.17002832889556885,5.985803127288818
68,0.170048326253891,5.985790252685547
69,0.17003633081912994,5.985783576965332
70,0.170048326253891,5.985772132873535
71,0.17005231976509094,5.985751628875732
72,0.170048326253891,5.985738754272461
73,0.17005231976509094,5.9857282638549805
74,0.17005231976509094,5.985717296600342
75,0.1700563281774521,5.985702037811279
76,0.1700563281774521,5.985685348510742
77,0.1700563281774521,5.985674858093262
78,0.17004431784152985,5.985651016235352
79,0.170048326253891,5.985644340515137
80,0.17004431784152985,5.985630035400391
81,0.17004431784152985,5.985609531402588
82,0.17004431784152985,5.985599517822266
83,0.170048326253891,5.985579013824463
84,0.17004431784152985,5.985583305358887
85,0.17004431784152985,5.9855570793151855
86,0.1700403243303299,5.985553741455078
87,0.1700323224067688,5.985535621643066
88,0.1700323224067688,5.985519886016846
89,0.17002832889556885,5.9855122566223145
90,0.17001232504844666,5.985495090484619
91,0.1700163185596466,5.9854865074157715
92,0.17002032697200775,5.985459327697754
93,0.1700163185596466,5.985452651977539
94,0.17000432312488556,5.985435962677002
95,0.1700163185596466,5.985414505004883
96,0.17001232504844666,5.985410690307617
97,0.16999632120132446,5.985384464263916
98,0.16999632120132446,5.985384941101074
99,0.16998831927776337,5.985365867614746
