epoch,accuracy,loss
0,0.03542740270495415,7.420238494873047
1,0.05831359699368477,6.8278093338012695
2,0.0858522430062294,6.436781406402588
3,0.1052021011710167,6.168193817138672
4,0.11741527169942856,5.957464218139648
5,0.12856033444404602,5.746965408325195
6,0.1379452496767044,5.566072463989258
7,0.1461460292339325,5.40437650680542
8,0.15289068222045898,5.257541179656982
9,0.1605394184589386,5.1223835945129395
10,0.16766409575939178,4.9959330558776855
11,0.17485278844833374,4.877685546875
12,0.1818014532327652,4.765337944030762
13,0.18886613845825195,4.662491798400879
14,0.19639486074447632,4.563529968261719
15,0.20455963909626007,4.468858242034912
16,0.21332447230815887,4.37891149520874
17,0.22125723958015442,4.29122257232666
18,0.23024210333824158,4.209054470062256
19,0.23899894952774048,4.128396511077881
